Decimal,Fraction,Pitch,Series,Class,FractionCallout,DecimalCallout,Allowance,MajorMax,MajorMin,MajorMinE,PitchMax,PitchMin,MinorMax,MinorMin
0.438,7/16,14,UNC,1B,7/16-14 UNC 1B,.438-14 UNC 1B,-,-,0.4375,-,0.4003,0.3911,0.3760,0.3600
0.438,7/16,14,UNC,2A,7/16-14 UNC 2A,.438-14 UNC 2A,0.0014,0.4361,0.4258,0.4206,0.3897,0.3850,0.3511,-
0.438,7/16,14,UNC,2B,7/16-14 UNC 2B,.438-14 UNC 2B,-,-,0.4375,-,0.3972,0.3911,0.3760,0.3600
0.438,7/16,14,UNC,3A,7/16-14 UNC 3A,.438-14 UNC 3A,0,0.4375,0.4272,-,0.3911,0.3876,0.3525,-
0.438,7/16,14,UNC,3B,7/16-14 UNC 3B,.438-14 UNC 3B,-,-,0.4375,-,0.3957,0.3911,0.3717,0.3600
0.438,7/16,16,UN,2A,7/16-16 UN 2A,.438-16 UN 2A,0.0014,0.4361,0.4267,-,0.3955,0.3909,0.3616,-
0.438,7/16,16,UN,2B,7/16-16 UN 2B,.438-16 UN 2B,-,-,0.4375,-,0.4028,0.3969,0.3840,0.3700
0.438,7/16,16,UN,3A,7/16-16 UN 3A,.438-16 UN 3A,0,0.4375,0.4281,-,0.3969,0.3935,0.3630,-
0.438,7/16,16,UN,3B,7/16-16 UN 3B,.438-16 UN 3B,-,-,0.4375,-,0.4014,0.3969,0.3800,0.3700
0.438,7/16,18,UNS,2A,7/16-18 UNS 2A,.438-18 UNS 2A,0.0013,0.4362,0.4275,-,0.4001,0.3958,0.3701,-
0.438,7/16,18,UNS,2B,7/16-18 UNS 2B,.438-18 UNS 2B,-,-,0.4375,-,0.4070,0.4014,0.3900,0.3770
0.438,7/16,20,UNF,1A,7/16-20 UNF 1A,.438-20 UNF 1A,0.0013,0.4362,0.4240,-,0.4037,0.3975,0.3767,-
0.438,7/16,20,UNF,1B,7/16-20 UNF 1B,.438-20 UNF 1B,-,-,0.4375,-,0.4131,0.4050,0.3950,0.3830
0.438,7/16,20,UNF,2A,7/16-20 UNF 2A,.438-20 UNF 2A,0.0013,0.4362,0.4281,-,0.4037,0.3995,0.3767,-
0.438,7/16,20,UNF,2B,7/16-20 UNF 2B,.438-20 UNF 2B,-,-,0.4375,-,0.4104,0.4050,0.3950,0.3830
0.438,7/16,20,UNF,3A,7/16-20 UNF 3A,.438-20 UNF 3A,0,0.4375,0.4294,-,0.4050,0.4019,0.3780,-
0.438,7/16,20,UNF,3B,7/16-20 UNF 3B,.438-20 UNF 3B,-,-,0.4375,-,0.4091,0.4050,0.3916,0.3830
0.438,7/16,24,UNS,2A,7/16-24 UNS 2A,.438-24 UNS 2A,0.0011,0.4364,0.4292,-,0.4093,0.4055,0.3868,-
0.438,7/16,24,UNS,2B,7/16-24 UNS 2B,.438-24 UNS 2B,-,-,0.4375,-,0.4153,0.4104,0.4020,0.3920
0.438,7/16,27,UNS,2A,7/16-27 UNS 2A,.438-27 UNS 2A,0.0011,0.4364,0.4297,-,0.4123,0.4087,0.3923,-
0.438,7/16,27,UNS,2B,7/16-27 UNS 2B,.438-27 UNS 2B,-,-,0.4375,-,0.4181,0.4134,0.4060,0.3970
0.438,7/16,28,UNEF,2A,7/16-28 UNEF 2A,.438-28 UNEF 2A,0.0011,0.4364,0.4299,-,0.4132,0.4096,0.3938,-
0.438,7/16,28,UNEF,2B,7/16-28 UNEF 2B,.438-28 UNEF 2B,-,-,0.4375,-,0.4189,0.4143,0.4070,0.3990
0.438,7/16,28,UNEF,3A,7/16-28 UNEF 3A,.438-28 UNEF 3A,0,0.4375,0.4310,-,0.4143,0.4116,0.3949,-
0.438,7/16,28,UNEF,3B,7/16-28 UNEF 3B,.438-28 UNEF 3B,-,-,0.4375,-,0.4178,0.4143,0.4051,0.3990
0.438,7/16,32,UN,2A,7/16-32 UN 2A,.438-32 UN 2A,0.001,0.4365,0.4305,-,0.4162,0.4128,0.3993,-
0.438,7/16,32,UN,2B,7/16-32 UN 2B,.438-32 UN 2B,-,-,0.4375,-,0.4216,0.4172,0.4110,0.4040
0.438,7/16,32,UN,3A,7/16-32 UN 3A,.438-32 UN 3A,0,0.4375,0.4315,-,0.4172,0.4147,0.4003,-
0.438,7/16,32,UN,3B,7/16-32 UN 3B,.438-32 UN 3B,-,-,0.4375,-,0.4205,0.4172,0.4094,0.4040
0.500,1/2,12,UNS,2A,1/2-12 UNS 2A,.500-12 UNS 2A,0.0016,0.4984,0.4870,-,0.4443,0.4389,0.3992,-
0.500,1/2,12,UNS,2B,1/2-12 UNS 2B,.500-12 UNS 2B,-,-,0.5000,-,0.4529,0.4459,0.4280,0.4100
0.500,1/2,12,UNS,3A,1/2-12 UNS 3A,.500-12 UNS 3A,0,0.5000,0.4886,-,0.4459,0.4419,0.4008,-
0.500,1/2,12,UNS,3B,1/2-12 UNS 3B,.500-12 UNS 3B,-,-,0.5000,-,0.4511,0.4459,0.4223,0.4100
0.500,1/2,13,UNC,1A,1/2-13 UNC 1A,.500-13 UNC 1A,0.0015,0.4985,0.4822,-,0.4485,0.4411,0.4069,-
0.500,1/2,13,UNC,1B,1/2-13 UNC 1B,.500-13 UNC 1B,-,-,0.5000,-,0.4597,0.4500,0.4340,0.4170
0.500,1/2,13,UNC,2A,1/2-13 UNC 2A,.500-13 UNC 2A,0.0015,0.4985,0.4876,0.4822,0.4485,0.4435,0.4069,-
0.500,1/2,13,UNC,2B,1/2-13 UNC 2B,.500-13 UNC 2B,-,-,0.5000,-,0.4565,0.4500,0.4340,0.4170
0.500,1/2,13,UNC,3A,1/2-13 UNC 3A,.500-13 UNC 3A,0,0.5000,0.4891,-,0.4500,0.4463,0.4084,-
0.500,1/2,13,UNC,3B,1/2-13 UNC 3B,.500-13 UNC 3B,-,-,0.5000,-,0.4548,0.4500,0.4284,0.4170
0.500,1/2,14,UNS,2A,1/2-14 UNS 2A,.500-14 UNS 2A,0.0015,0.4985,0.4882,-,0.4521,0.4471,0.4135,-
0.500,1/2,14,UNS,2B,1/2-14 UNS 2B,.500-14 UNS 2B,-,-,0.5000,-,0.4601,0.4536,0.4380,0.4230
0.500,1/2,16,UN,2A,1/2-16 UN 2A,.500-16 UN 2A,0.0014,0.4986,0.4892,-,0.4580,0.4533,0.4241,-
0.500,1/2,16,UN,2B,1/2-16 UN 2B,.500-16 UN 2B,-,-,0.5000,-,0.4655,0.4594,0.4460,0.4320
0.500,1/2,16,UN,3A,1/2-16 UN 3A,.500-16 UN 3A,0,0.5000,0.4906,-,0.4594,0.4559,0.4255,-
0.500,1/2,16,UN,3B,1/2-16 UN 3B,.500-16 UN 3B,-,-,0.5000,-,0.4640,0.4594,0.4419,0.4320
0.500,1/2,18,UNS,2A,1/2-18 UNS 2A,.500-18 UNS 2A,0.0013,0.4987,0.4900,-,0.4626,0.4582,0.4326,-
0.500,1/2,18,UNS,2B,1/2-18 UNS 2B,.500-18 UNS 2B,-,-,0.5000,-,0.4697,0.4639,0.4530,0.4400
0.500,1/2,20,UNF,1A,1/2-20 UNF 1A,.500-20 UNF 1A,0.0013,0.4987,0.4865,-,0.4662,0.4598,0.4392,-
0.500,1/2,20,UNF,1B,1/2-20 UNF 1B,.500-20 UNF 1B,-,-,0.5000,-,0.4759,0.4675,0.4570,0.4460
0.500,1/2,20,UNF,2A,1/2-20 UNF 2A,.500-20 UNF 2A,0.0013,0.4987,0.4906,-,0.4662,0.4619,0.4392,-
0.500,1/2,20,UNF,2B,1/2-20 UNF 2B,.500-20 UNF 2B,-,-,0.5000,-,0.4731,0.4675,0.4570,0.4460
0.500,1/2,20,UNF,3A,1/2-20 UNF 3A,.500-20 UNF 3A,0,0.5000,0.4919,-,0.4675,0.4643,0.4405,-
0.500,1/2,20,UNF,3B,1/2-20 UNF 3B,.500-20 UNF 3B,-,-,0.5000,-,0.4717,0.4675,0.4537,0.4460
0.500,1/2,24,UNS,2A,1/2-24 UNS 2A,.500-24 UNS 2A,0.0012,0.4988,0.4916,-,0.4717,0.4678,0.4492,-
0.500,1/2,24,UNS,2B,1/2-24 UNS 2B,.500-24 UNS 2B,-,-,0.5000,-,0.4780,0.4729,0.4650,0.4550
0.500,1/2,27,UNS,2A,1/2-27 UNS 2A,.500-27 UNS 2A,0.0011,0.4989,0.4922,-,0.4748,0.4711,0.4548,-
0.500,1/2,27,UNS,2B,1/2-27 UNS 2B,.500-27 UNS 2B,-,-,0.5000,-,0.4807,0.4759,0.4690,0.4600
0.500,1/2,28,UNEF,2A,1/2-28 UNEF 2A,.500-28 UNEF 2A,0.0011,0.4989,0.4924,-,0.4757,0.4720,0.4563,-
0.500,1/2,28,UNEF,2B,1/2-28 UNEF 2B,.500-28 UNEF 2B,-,-,0.5000,-,0.4816,0.4768,0.4700,0.4610
0.500,1/2,28,UNEF,3A,1/2-28 UNEF 3A,.500-28 UNEF 3A,0,0.5000,0.4935,-,0.4768,0.4740,0.4574,-
0.500,1/2,28,UNEF,3B,1/2-28 UNEF 3B,.500-28 UNEF 3B,-,-,0.5000,-,0.4804,0.4768,0.4676,0.4610
0.500,1/2,32,UN,2A,1/2-32 UN 2A,.500-32 UN 2A,0.001,0.4990,0.4930,-,0.4787,0.4752,0.4618,-
0.500,1/2,32,UN,2B,1/2-32 UN 2B,.500-32 UN 2B,-,-,0.5000,-,0.4842,0.4797,0.4740,0.4660
0.500,1/2,32,UN,3A,1/2-32 UN 3A,.500-32 UN 3A,0,0.5000,0.4940,-,0.4797,0.4771,0.4628,-
0.500,1/2,32,UN,3B,1/2-32 UN 3B,.500-32 UN 3B,-,-,0.5000,-,0.4831,0.4797,0.4719,0.4660
0.563,9/16,12,UNC,1A,9/16-12 UNC 1A,.563-12 UNC 1A,0.0016,0.5609,0.5437,-,0.5068,0.4990,0.4617,-
0.563,9/16,12,UNC,1B,9/16-12 UNC 1B,.563-12 UNC 1B,-,-,0.5625,-,0.5186,0.5084,0.4900,0.4720
0.563,9/16,12,UNC,2A,9/16-12 UNC 2A,.563-12 UNC 2A,0.0016,0.5609,0.5495,0.5437,0.5068,0.5016,0.4617,-
0.563,9/16,12,UNC,2B,9/16-12 UNC 2B,.563-12 UNC 2B,-,-,0.5625,-,0.5152,0.5084,0.4900,0.4720
0.563,9/16,12,UNC,3A,9/16-12 UNC 3A,.563-12 UNC 3A,0,0.5625,0.5511,-,0.5084,0.5045,0.4633,-
0.563,9/16,12,UNC,3B,9/16-12 UNC 3B,.563-12 UNC 3B,-,-,0.5625,-,0.5135,0.5084,0.4843,0.4720
0.563,9/16,14,UNS,2A,9/16-14 UNS 2A,.563-14 UNS 2A,0.0015,0.5610,0.5507,-,0.5146,0.5096,0.4760,-
0.563,9/16,14,UNS,2B,9/16-14 UNS 2B,.563-14 UNS 2B,-,-,0.5625,-,0.5226,0.5161,0.5010,0.4850
0.563,9/16,16,UN,2A,9/16-16 UN 2A,.563-16 UN 2A,0.0014,0.5611,0.5517,-,0.5205,0.5158,0.4866,-
0.563,9/16,16,UN,2B,9/16-16 UN 2B,.563-16 UN 2B,-,-,0.5625,-,0.5280,0.5219,0.5090,0.4950
0.563,9/16,16,UN,3A,9/16-16 UN 3A,.563-16 UN 3A,0,0.5625,0.5531,-,0.5219,0.5184,0.4880,-
0.563,9/16,16,UN,3B,9/16-16 UN 3B,.563-16 UN 3B,-,-,0.5625,-,0.5265,0.5219,0.5040,0.4950
0.563,9/16,18,UNF,1A,9/16-18 UNF 1A,.563-18 UNF 1A,0.0014,0.5611,0.5480,-,0.5250,0.5182,0.4950,-
0.563,9/16,18,UNF,1B,9/16-18 UNF 1B,.563-18 UNF 1B,-,-,0.5625,-,0.5353,0.5264,0.5150,0.5020
0.563,9/16,18,UNF,2A,9/16-18 UNF 2A,.563-18 UNF 2A,0.0014,0.5611,0.5524,-,0.5250,0.5205,0.4950,-
0.563,9/16,18,UNF,2B,9/16-18 UNF 2B,.563-18 UNF 2B,-,-,0.5625,-,0.5323,0.5264,0.5150,0.5020
0.563,9/16,18,UNF,3A,9/16-18 UNF 3A,.563-18 UNF 3A,0,0.5625,0.5538,-,0.5264,0.5230,0.4964,-
0.563,9/16,18,UNF,3B,9/16-18 UNF 3B,.563-18 UNF 3B,-,-,0.5625,-,0.5308,0.5264,0.5106,0.5020
0.563,9/16,20,UN,2A,9/16-20 UN 2A,.563-20 UN 2A,0.0013,0.5612,0.5531,-,0.5287,0.5245,0.5017,-
0.563,9/16,20,UN,2B,9/16-20 UN 2B,.563-20 UN 2B,-,-,0.5625,-,0.5355,0.5300,0.5200,0.5080
0.563,9/16,20,UN,3A,9/16-20 UN 3A,.563-20 UN 3A,0,0.5625,0.5544,-,0.5300,0.5268,0.5030,-
0.563,9/16,20,UN,3B,9/16-20 UN 3B,.563-20 UN 3B,-,-,0.5625,-,0.5341,0.5300,0.5162,0.5080
0.563,9/16,24,UNEF,2A,9/16-24 UNEF 2A,.563-24 UNEF 2A,0.0012,0.5613,0.5541,-,0.5342,0.5303,0.5117,-
0.563,9/16,24,UNEF,2B,9/16-24 UNEF 2B,.563-24 UNEF 2B,-,-,0.5625,-,0.5405,0.5354,0.5270,0.5170
0.563,9/16,24,UNEF,3A,9/16-24 UNEF 3A,.563-24 UNEF 3A,0,0.5625,0.5553,-,0.5354,0.5325,0.5129,-
0.563,9/16,24,UNEF,3B,9/16-24 UNEF 3B,.563-24 UNEF 3B,-,-,0.5625,-,0.5392,0.5354,0.5244,0.5170
0.563,9/16,27,UNS,2A,9/16-27 UNS 2A,.563-27 UNS 2A,0.0011,0.5614,0.5547,-,0.5373,0.5336,0.5173,-
0.563,9/16,27,UNS,2B,9/16-27 UNS 2B,.563-27 UNS 2B,-,-,0.5625,-,0.5432,0.5384,0.5310,0.5220
0.563,9/16,28,UN,2A,9/16-28 UN 2A,.563-28 UN 2A,0.0011,0.5614,0.5549,-,0.5382,0.5345,0.5188,-
0.563,9/16,28,UN,2B,9/16-28 UN 2B,.563-28 UN 2B,-,-,0.5625,-,0.5441,0.5393,0.5320,0.5240
0.563,9/16,28,UN,3A,9/16-28 UN 3A,.563-28 UN 3A,0,0.5625,0.5560,-,0.5393,0.5365,0.5199,-
0.563,9/16,28,UN,3B,9/16-28 UN 3B,.563-28 UN 3B,-,-,0.5625,-,0.5429,0.5393,0.5301,0.5240
0.563,9/16,32,UN,2A,9/16-32 UN 2A,.563-32 UN 2A,0.001,0.5615,0.5555,-,0.5412,0.5377,0.5243,-
0.563,9/16,32,UN,2B,9/16-32 UN 2B,.563-32 UN 2B,-,-,0.5625,-,0.5467,0.5422,0.5360,0.5290
0.563,9/16,32,UN,3A,9/16-32 UN 3A,.563-32 UN 3A,0,0.5625,0.5565,-,0.5422,0.5396,0.5253,-
0.563,9/16,32,UN,3B,9/16-32 UN 3B,.563-32 UN 3B,-,-,0.5625,-,0.5456,0.5422,0.5344,0.5290
0.625,5/8,11,UNC,1A,5/8-11 UNC 1A,.625-11 UNC 1A,0.0016,0.6234,0.6052,-,0.5644,0.5561,0.5152,-
0.625,5/8,11,UNC,1B,5/8-11 UNC 1B,.625-11 UNC 1B,-,-,0.6250,-,0.5767,0.5660,0.5460,0.5270
0.625,5/8,11,UNC,2A,5/8-11 UNC 2A,.625-11 UNC 2A,0.0016,0.6234,0.6113,0.6052,0.5644,0.5589,0.5152,-
0.625,5/8,11,UNC,2B,5/8-11 UNC 2B,.625-11 UNC 2B,-,-,0.6250,-,0.5732,0.5660,0.5460,0.5270
0.625,5/8,11,UNC,3A,5/8-11 UNC 3A,.625-11 UNC 3A,0,0.6250,0.6129,-,0.5660,0.5619,0.5168,-
0.625,5/8,11,UNC,3B,5/8-11 UNC 3B,.625-11 UNC 3B,-,-,0.6250,-,0.5714,0.5660,0.5391,0.5270
0.625,5/8,12,UN,2A,5/8-12 UN 2A,.625-12 UN 2A,0.0016,0.6234,0.6120,-,0.5693,0.5639,0.5242,-
0.625,5/8,12,UN,2B,5/8-12 UN 2B,.625-12 UN 2B,-,-,0.6250,-,0.5780,0.5709,0.5530,0.5350
0.625,5/8,12,UN,3A,5/8-12 UN 3A,.625-12 UN 3A,0,0.6250,0.6136,-,0.5709,0.5668,0.5258,-
0.625,5/8,12,UN,3B,5/8-12 UN 3B,.625-12 UN 3B,-,-,0.6250,-,0.5762,0.5709,0.5463,0.5350
0.625,5/8,14,UNS,2A,5/8-14 UNS 2A,.625-14 UNS 2A,0.0015,0.6235,0.6132,-,0.5771,0.5720,0.5385,-
0.625,5/8,14,UNS,2B,5/8-14 UNS 2B,.625-14 UNS 2B,-,-,0.6250,-,0.5852,0.5786,0.5640,0.5480
0.625,5/8,16,UN,2A,5/8-16 UN 2A,.625-16 UN 2A,0.0014,0.6236,0.6142,-,0.5830,0.5782,0.5491,-
0.625,5/8,16,UN,2B,5/8-16 UN 2B,.625-16 UN 2B,-,-,0.6250,-,0.5906,0.5844,0.5710,0.5570
0.625,5/8,16,UN,3A,5/8-16 UN 3A,.625-16 UN 3A,0,0.6250,0.6156,-,0.5844,0.5808,0.5505,-
0.625,5/8,16,UN,3B,5/8-16 UN 3B,.625-16 UN 3B,-,-,0.6250,-,0.5890,0.5844,0.5662,0.5570
0.625,5/8,18,UNF,1A,5/8-18 UNF 1A,.625-18 UNF 1A,0.0014,0.6236,0.6105,-,0.5875,0.5805,0.5575,-
0.625,5/8,18,UNF,1B,5/8-18 UNF 1B,.625-18 UNF 1B,-,-,0.6250,-,0.5980,0.5889,0.5780,0.5650
0.625,5/8,18,UNF,2A,5/8-18 UNF 2A,.625-18 UNF 2A,0.0014,0.6236,0.6149,-,0.5875,0.5828,0.5575,-
0.625,5/8,18,UNF,2B,5/8-18 UNF 2B,.625-18 UNF 2B,-,-,0.6250,-,0.5949,0.5889,0.5780,0.5650
0.625,5/8,18,UNF,3A,5/8-18 UNF 3A,.625-18 UNF 3A,0,0.6250,0.6163,-,0.5889,0.5854,0.5589,-
0.625,5/8,18,UNF,3B,5/8-18 UNF 3B,.625-18 UNF 3B,-,-,0.6250,-,0.5934,0.5889,0.5730,0.5650
0.625,5/8,20,UN,2A,5/8-20 UN 2A,.625-20 UN 2A,0.0013,0.6237,0.6156,-,0.5912,0.5869,0.5642,-
0.625,5/8,20,UN,2B,5/8-20 UN 2B,.625-20 UN 2B,-,-,0.6250,-,0.5981,0.5925,0.5820,0.5710
0.625,5/8,20,UN,3A,5/8-20 UN 3A,.625-20 UN 3A,0,0.6250,0.6169,-,0.5925,0.5893,0.5655,-
0.625,5/8,20,UN,3B,5/8-20 UN 3B,.625-20 UN 3B,-,-,0.6250,-,0.5967,0.5925,0.5787,0.5710
0.625,5/8,24,UNEF,2A,5/8-24 UNEF 2A,.625-24 UNEF 2A,0.0012,0.6238,0.6166,-,0.5967,0.5927,0.5742,-
0.625,5/8,24,UNEF,2B,5/8-24 UNEF 2B,.625-24 UNEF 2B,-,-,0.6250,-,0.6031,0.5979,0.5900,0.5800
0.625,5/8,24,UNEF,3A,5/8-24 UNEF 3A,.625-24 UNEF 3A,0,0.6250,0.6178,-,0.5979,0.5949,0.5754,-
0.625,5/8,24,UNEF,3B,5/8-24 UNEF 3B,.625-24 UNEF 3B,-,-,0.6250,-,0.6018,0.5979,0.5869,0.5800
0.625,5/8,27,UNS,2A,5/8-27 UNS 2A,.625-27 UNS 2A,0.0011,0.6239,0.6172,-,0.5998,0.5960,0.5798,-
0.625,5/8,27,UNS,2B,5/8-27 UNS 2B,.625-27 UNS 2B,-,-,0.6250,-,0.6059,0.6009,0.5940,0.5850
0.625,5/8,28,UN,2A,5/8-28 UN 2A,.625-28 UN 2A,0.0011,0.6239,0.6174,-,0.6007,0.5969,0.5813,-
0.625,5/8,28,UN,2B,5/8-28 UN 2B,.625-28 UN 2B,-,-,0.6250,-,0.6067,0.6018,0.5950,0.5860
0.625,5/8,28,UN,3A,5/8-28 UN 3A,.625-28 UN 3A,0,0.6250,0.6185,-,0.6018,0.5990,0.5824,-
0.625,5/8,28,UN,3B,5/8-28 UN 3B,.625-28 UN 3B,-,-,0.6250,-,0.6055,0.6018,0.5926,0.5860
0.625,5/8,32,UN,2A,5/8-32 UN 2A,.625-32 UN 2A,0.0011,0.6239,0.6179,-,0.6036,0.6000,0.5867,-
0.625,5/8,32,UN,2B,5/8-32 UN 2B,.625-32 UN 2B,-,-,0.6250,-,0.6093,0.6047,0.5990,0.5910
0.625,5/8,32,UN,3A,5/8-32 UN 3A,.625-32 UN 3A,0,0.6250,0.6190,-,0.6047,0.6020,0.5878,-
0.625,5/8,32,UN,3B,5/8-32 UN 3B,.625-32 UN 3B,-,-,0.6250,-,0.6082,0.6047,0.5969,0.5910
0.688,11/16,12,UN,2A,11/16-12 UN 2A,.688-12 UN 2A,0.0016,0.6859,0.6745,-,0.6318,0.6264,0.5867,-
0.688,11/16,12,UN,2B,11/16-12 UN 2B,.688-12 UN 2B,-,-,0.6875,-,0.6405,0.6334,0.6150,0.5970
0.688,11/16,12,UN,3A,11/16-12 UN 3A,.688-12 UN 3A,0,0.6875,0.6761,-,0.6334,0.6293,0.5883,-
0.688,11/16,12,UN,3B,11/16-12 UN 3B,.688-12 UN 3B,-,-,0.6875,-,0.6387,0.6334,0.6085,0.5970
0.688,11/16,16,UN,2A,11/16-16 UN 2A,.688-16 UN 2A,0.0014,0.6861,0.6767,-,0.6455,0.6407,0.6116,-
0.688,11/16,16,UN,2B,11/16-16 UN 2B,.688-16 UN 2B,-,-,0.6875,-,0.6531,0.6469,0.6340,0.6200
0.688,11/16,16,UN,3A,11/16-16 UN 3A,.688-16 UN 3A,0,0.6875,0.6781,-,0.6469,0.6433,0.6130,-
0.688,11/16,16,UN,3B,11/16-16 UN 3B,.688-16 UN 3B,-,-,0.6875,-,0.6515,0.6469,0.6284,0.6200
0.688,11/16,20,UN,2A,11/16-20 UN 2A,.688-20 UN 2A,0.0013,0.6862,0.6781,-,0.6537,0.6494,0.6267,-
0.688,11/16,20,UN,2B,11/16-20 UN 2B,.688-20 UN 2B,-,-,0.6875,-,0.6606,0.6550,0.6450,0.6330
0.688,11/16,20,UN,3A,11/16-20 UN 3A,.688-20 UN 3A,0,0.6875,0.6794,-,0.6550,0.6518,0.6280,-
0.688,11/16,20,UN,3B,11/16-20 UN 3B,.688-20 UN 3B,-,-,0.6875,-,0.6592,0.6550,0.6412,0.6330
0.688,11/16,24,UNEF,2A,11/16-24 UNEF 2A,.688-24 UNEF 2A,0.0012,0.6863,0.6791,-,0.6592,0.6552,0.6367,-
0.688,11/16,24,UNEF,2B,11/16-24 UNEF 2B,.688-24 UNEF 2B,-,-,0.6875,-,0.6656,0.6604,0.6520,0.6420
0.688,11/16,24,UNEF,3A,11/16-24 UNEF 3A,.688-24 UNEF 3A,0,0.6875,0.6803,-,0.6604,0.6574,0.6379,-
0.688,11/16,24,UNEF,3B,11/16-24 UNEF 3B,.688-24 UNEF 3B,-,-,0.6875,-,0.6643,0.6604,0.6494,0.6420
0.688,11/16,28,UN,2A,11/16-28 UN 2A,.688-28 UN 2A,0.0011,0.6864,0.6799,-,0.6632,0.6594,0.6438,-
0.688,11/16,28,UN,2B,11/16-28 UN 2B,.688-28 UN 2B,-,-,0.6875,-,0.6692,0.6643,0.6570,0.6490
0.688,11/16,28,UN,3A,11/16-28 UN 3A,.688-28 UN 3A,0,0.6875,0.6810,-,0.6643,0.6615,0.6449,-
0.688,11/16,28,UN,3B,11/16-28 UN 3B,.688-28 UN 3B,-,-,0.6875,-,0.6680,0.6643,0.6551,0.6490
0.688,11/16,32,UN,2A,11/16-32 UN 2A,.688-32 UN 2A,0.0011,0.6864,0.6804,-,0.6661,0.6625,0.6492,-
0.688,11/16,32,UN,2B,11/16-32 UN 2B,.688-32 UN 2B,-,-,0.6875,-,0.6718,0.6672,0.6610,0.6540
0.688,11/16,32,UN,3A,11/16-32 UN 3A,.688-32 UN 3A,0,0.6875,0.6815,-,0.6672,0.6645,0.6503,-
0.688,11/16,32,UN,3B,11/16-32 UN 3B,.688-32 UN 3B,-,-,0.6875,-,0.6707,0.6672,0.6594,0.6540
0.750,3/4,10,UNC,1A,3/4-10 UNC 1A,.750-10 UNC 1A,0.0018,0.7482,0.7288,-,0.6832,0.6744,0.6291,-
0.750,3/4,10,UNC,1B,3/4-10 UNC 1B,.750-10 UNC 1B,-,-,0.7500,-,0.6965,0.6850,0.6630,0.6420
0.750,3/4,10,UNC,2A,3/4-10 UNC 2A,.750-10 UNC 2A,0.0018,0.7482,0.7353,0.7288,0.6832,0.6773,0.6291,-
0.750,3/4,10,UNC,2B,3/4-10 UNC 2B,.750-10 UNC 2B,-,-,0.7500,-,0.6927,0.6850,0.6630,0.6420
0.750,3/4,10,UNC,3A,3/4-10 UNC 3A,.750-10 UNC 3A,0,0.7500,0.7371,-,0.6850,0.6806,0.6309,-
0.750,3/4,10,UNC,3B,3/4-10 UNC 3B,.750-10 UNC 3B,-,-,0.7500,-,0.6907,0.6850,0.6545,0.6420
0.750,3/4,12,UN,2A,3/4-12 UN 2A,.750-12 UN 2A,0.0017,0.7483,0.7369,-,0.6942,0.6887,0.6491,-
0.750,3/4,12,UN,2B,3/4-12 UN 2B,.750-12 UN 2B,-,-,0.7500,-,0.7031,0.6959,0.6780,0.6600
0.750,3/4,12,UN,3A,3/4-12 UN 3A,.750-12 UN 3A,0,0.7500,0.7386,-,0.6959,0.6918,0.6508,-
0.750,3/4,12,UN,3B,3/4-12 UN 3B,.750-12 UN 3B,-,-,0.7500,-,0.7013,0.6959,0.6707,0.6600
0.750,3/4,14,UNS,2A,3/4-14 UNS 2A,.750-14 UNS 2A,0.0015,0.7485,0.7382,-,0.7021,0.6970,0.6635,-
0.750,3/4,14,UNS,2B,3/4-14 UNS 2B,.750-14 UNS 2B,-,-,0.7500,-,0.7103,0.7036,0.6880,0.6730
0.750,3/4,16,UNF,1A,3/4-16 UNF 1A,.750-16 UNF 1A,0.0015,0.7485,0.7343,-,0.7079,0.7004,0.6740,-
0.750,3/4,16,UNF,1B,3/4-16 UNF 1B,.750-16 UNF 1B,-,-,0.7500,-,0.7192,0.7094,0.6960,0.6820
0.750,3/4,16,UNF,2A,3/4-16 UNF 2A,.750-16 UNF 2A,0.0015,0.7485,0.7391,-,0.7079,0.7029,0.6740,-
0.750,3/4,16,UNF,2B,3/4-16 UNF 2B,.750-16 UNF 2B,-,-,0.7500,-,0.7159,0.7094,0.6960,0.6820
0.750,3/4,16,UNF,3A,3/4-16 UNF 3A,.750-16 UNF 3A,0,0.7500,0.7406,-,0.7094,0.7056,0.6755,-
0.750,3/4,16,UNF,3B,3/4-16 UNF 3B,.750-16 UNF 3B,-,-,0.7500,-,0.7143,0.7094,0.6908,0.6820
0.750,3/4,18,UNS,2A,3/4-18 UNS 2A,.750-18 UNS 2A,0.0014,0.7486,0.7399,-,0.7125,0.7079,0.6825,-
0.750,3/4,18,UNS,2B,3/4-18 UNS 2B,.750-18 UNS 2B,-,-,0.7500,-,0.7199,0.7139,0.7030,0.6900
0.750,3/4,20,UNEF,2A,3/4-20 UNEF 2A,.750-20 UNEF 2A,0.0013,0.7487,0.7406,-,0.7162,0.7118,0.6892,-
0.750,3/4,20,UNEF,2B,3/4-20 UNEF 2B,.750-20 UNEF 2B,-,-,0.7500,-,0.7232,0.7175,0.7070,0.6960
0.750,3/4,20,UNEF,3A,3/4-20 UNEF 3A,.750-20 UNEF 3A,0,0.7500,0.7419,-,0.7175,0.7142,0.6905,-
0.750,3/4,20,UNEF,3B,3/4-20 UNEF 3B,.750-20 UNEF 3B,-,-,0.7500,-,0.7218,0.7175,0.7037,0.6960
0.750,3/4,24,UNS,2A,3/4-24 UNS 2A,.750-24 UNS 2A,0.0012,0.7488,0.7416,-,0.7217,0.7176,0.6992,-
